contigName	bin	contigLen	totalAvgDepth	L1.sorted.bam	L1.sorted.bam-var	L2.sorted.bam	L2.sorted.bam-var	L3.sorted.bam	L3.sorted.bam-var	P1.sorted.bam	P1.sorted.bam-var	P2.sorted.bam	P2.sorted.bam-var	P3.sorted.bam	P3.sorted.bam-var
NODE_145_length_42411_cov_30.2971_ID_32171716	3	42411	4.21277	0.0254372	0.026596	0.0345945	0.0334069	0.015144	0.0158222	0.551241	0.563544	2.16914	2.26343	1.41722	1.6321
NODE_14627_length_2775_cov_346.328_ID_24181288	2	2775	205.27	42.539	45.0673	43.243	37.7588	45.1154	55.3407	26.048	16.6325	22.7535	22.9687	25.571	32.1351
NODE_1463_length_8356_cov_302.94_ID_32428468	2	8356	197.867	40.5607	91.3512	43.2816	93.7273	40.8889	85.6933	25.3878	33.3872	23.608	36.0678	24.1401	32.4688
NODE_1466_length_8345_cov_345.46_ID_23978336	2	8345	217.934	43.5165	212.666	44.6605	176.696	43.8667	211.901	27.7075	79.0475	28.4006	80.923	29.7824	103.025
NODE_146_length_42312_cov_271.8_ID_23930453	2	42312	201.591	41.056	58.9164	42.9254	55.2172	41.1675	57.3637	24.6472	34.6843	25.5718	30.3179	26.2234	34.2283
NODE_14722_length_2767_cov_33.1147_ID_24147372	3	2767	4.9851	0	0	0	0	0	0	0.499809	0.35178	2.74436	2.02831	1.74092	1.83497
NODE_1474_length_8327_cov_288.985_ID_23983002	2	8327	195.346	40.1647	68.95	42.1465	95.0546	39.3957	67.0458	23.3077	33.1055	24.5955	36.1415	25.7356	40.5903
NODE_1475_length_8318_cov_44.5383_ID_24149619	3	8318	5.11545	0.0368511	0.035493	0.147282	0.20154	0	0	0.475637	0.41646	2.60835	2.25152	1.84733	1.84166
NODE_147_length_42164_cov_297.21_ID_23912970	2	42164	205.454	42.4226	69.0276	43.4042	60.6578	42.932	58.7084	24.1015	29.9678	25.8441	30.6937	26.7495	36.2547
NODE_1483_length_8298_cov_310.293_ID_23966901	2	8298	210.696	41.8484	62.1368	44.231	33.1033	44.1236	47.0582	25.7674	24.0948	27.7743	33.9888	26.9513	26.0541
NODE_1490_length_8285_cov_509.257_ID_23987606	2	8285	303.083	60.8553	8714.53	63.3077	9588.6	62.1426	8661.12	36.356	2884.43	40.125	3477.8	40.2964	3733.96
NODE_1492_length_8273_cov_25.8138_ID_23966859	6	8273	3.74024	1.00665	1.13686	0.983011	0.756938	1.05921	1.13282	0	0	0.203866	0.162317	0.487505	0.422472
NODE_1495_length_8259_cov_418.397_ID_23971688	2	8259	206.404	42.8308	136.306	43.2063	91.1855	42.299	124.86	25.7996	31.8865	25.6421	29.4436	26.6266	56.446
NODE_1496_length_8252_cov_272.909_ID_32565477	2	8252	207.637	42.6223	48.2501	42.7886	58.0625	44.5415	40.1251	24.66	26.234	26.7747	28.3082	26.2501	22.508
NODE_1498_length_8246_cov_55.3796_ID_24030643	3	8246	3.573	0	0	0	0	0	0	0.224185	0.239182	1.69602	1.75925	1.65279	1.7565
NODE_14_length_331365_cov_21.8488_ID_31944740	1	331365	3.45362	0.575321	0.590972	0.471153	0.520414	0.32046	0.327087	0.64277	0.705991	1.37557	1.40953	0.0683423	0.0747144
NODE_1500_length_8240_cov_260.543_ID_32563253	2	8240	203.157	42.4601	49.5987	42.0849	39.6223	42.8665	78.2273	23.2674	20.502	26.7952	39.6899	25.6829	35.9194
NODE_15016_length_2744_cov_5.00037_ID_24176502	3	2744	3.04703	0.114495	0.101427	0.124518	0.109055	0.116037	0.10261	0.67155	0.810704	1.22938	1.23428	0.791056	1.00838
NODE_1503_length_8230_cov_358.841_ID_31935641	2	8230	244.782	48.9975	1811.87	52.1573	1800.08	51.1968	1750.32	30.0094	529.627	31.4698	898.222	30.9512	671.552
NODE_15078_length_2740_cov_272.764_ID_24155853	2	2740	209.607	48.4954	29.6004	43.4344	48.0011	40.993	54.7547	23.6375	34.7946	25.0842	25.3625	27.9622	22.9681
NODE_150_length_41500_cov_28.5589_ID_23926802	3	41500	4.52897	0.00730351	0.00725404	0.0437001	0.0507614	0.00730351	0.01175	0.64399	0.634321	2.19105	2.21892	1.63562	1.82481
NODE_1510_length_8215_cov_320.526_ID_23985948	2	8215	192.921	40.427	64.1788	40.3877	45.2007	40.6006	59.7014	22.3591	30.8689	23.8879	38.2672	25.2588	46.1633
NODE_1511_length_8213_cov_280.278_ID_23970109	2	8213	204.106	41.1039	48.1194	41.7076	60.6237	41.514	46.3087	27.0406	28.7777	25.9261	31.508	26.8141	46.912
NODE_1516_length_8194_cov_26.0585_ID_23997096	3	8194	4.78058	0	0	0	0	0	0	0.557185	0.541453	2.25099	1.62407	1.9724	1.79883
NODE_15189_length_2731_cov_27.9581_ID_32046564	3	2731	5.19024	0.116621	0.103063	0	0	0.117009	0.103361	0.642387	0.52518	2.50601	2.76714	1.80821	1.5272
NODE_15227_length_2728_cov_42.1945_ID_32010585	3	2728	13.7556	1.03646	1.68508	1.87936	3.27582	0.986424	2.19889	2.78782	9.38434	3.83514	9.66657	3.23041	10.3409
NODE_15300_length_2723_cov_27.3287_ID_32551009	2	2723	5.14225	1.02876	1.00071	1.28488	1.66956	1.27827	1.11849	0.437233	0.348799	0.585698	0.440255	0.5274	0.465525
NODE_1537_length_8114_cov_344.799_ID_23971191	2	8114	212.926	41.0201	156.31	43.8257	107.595	45.3014	126.535	26.5807	51.0281	27.8737	59.1337	28.324	48.3107
NODE_1538_length_8112_cov_449.55_ID_24049119	2	8112	237.907	48.898	602.442	50.4687	738.313	48.3191	576.904	29.1181	242.832	31.7531	240.318	29.3504	168.56
NODE_1541_length_8089_cov_30.8715_ID_23971271	3	8089	4.10404	0	0	0.0298526	0.0289593	0.0380401	0.036597	0.529664	0.59381	2.07092	1.8988	1.43557	1.53229
NODE_1543_length_8081_cov_287.47_ID_23992363	2	8081	200.829	40.5758	42.6239	40.7799	44.8229	41.827	44.3357	26.3276	43.9548	25.494	18.9677	25.8242	23.5907
NODE_1545_length_8073_cov_287.836_ID_23974817	2	8073	199.735	41.3271	51.5358	42.3641	36.7161	39.8942	36.3929	24.4104	33.3513	25.6723	22.1736	26.0663	34.4731
NODE_1549_length_8069_cov_285.38_ID_23969695	2	8069	200.494	41.054	64.6467	42.174	65.2916	41.8081	45.4369	24.8723	22.2153	25.3149	19.3294	25.2706	29.041
NODE_1553_length_8042_cov_30.6529_ID_23972183	3	8042	4.49075	0.0720983	0.223568	0.0380132	0.0365631	0.0807147	0.0741991	0.483781	0.425694	2.28066	5.72133	1.53548	2.15021
NODE_1555_length_8038_cov_48.6038_ID_23972259	3	8038	5.31719	0	0	0.0380325	0.0365817	0.019143	0.0187787	0.920259	0.855686	2.59939	1.73831	1.74037	1.86183
NODE_1562_length_8006_cov_260.481_ID_32618689	2	8006	199.363	41.666	61.8588	41.478	36.6531	40.7874	37.8383	24.1212	36.0585	25.9614	34.1127	25.3486	35.2532
NODE_1566_length_7988_cov_376.82_ID_23973660	2	7988	193.65	39.6747	196.931	39.1847	135.818	39.9925	176.444	24.711	93.2154	24.1772	69.2388	25.9098	67.0476
NODE_1574_length_7964_cov_25.2501_ID_24060989	3	7964	4.52943	0	0	0.0386486	0.0371609	0	0	0.354748	0.498979	2.43409	2.41309	1.70195	2.21616
NODE_1575_length_7964_cov_27.7072_ID_23970851	3	7964	4.12094	0	0	0.0696186	0.0957521	0	0	0.635782	0.712887	2.37356	2.46831	1.04198	1.36706
NODE_1577_length_7959_cov_265.83_ID_23970690	2	7959	195.909	38.66	47.6078	40.8054	52.4838	40.8714	50.3178	26.1556	30.9436	22.4148	23.6712	27.0017	47.89
NODE_1582_length_7937_cov_26.7426_ID_24017867	3	7937	4.4713	0	0	0	0	0	0	0.773469	0.944012	2.19443	1.67863	1.5034	1.33011
NODE_1585_length_7910_cov_316.31_ID_24012113	2	7910	201.108	41.3015	114.829	42.62	106.817	41.0336	111.341	24.3059	66.0632	25.717	64.7709	26.1303	66.548
NODE_158_length_40231_cov_28.2932_ID_32345639	3	40231	4.38055	0.0300891	0.036746	0.030114	0.0291981	0	0	0.613682	0.657433	2.34944	3.01168	1.35723	1.21233
NODE_1593_length_7878_cov_291.93_ID_23972986	2	7878	201.871	42.7002	51.5481	41.4632	65.7286	41.0635	62.4603	24.4974	28.2331	25.8548	35.7488	26.2915	39.2538
NODE_1594_length_7878_cov_419.456_ID_23991965	2	7878	202.179	43.0657	76.5411	43.4103	78.2843	41.5048	50.2763	23.7892	33.9931	24.7356	46.6876	25.6735	45.7385
NODE_159_length_40149_cov_32.5587_ID_23935657	3	40149	4.73822	0.0725518	0.0797571	0.0446511	0.0862901	0.0150754	0.0148425	0.720043	0.744518	2.32531	2.83	1.56059	1.58529
NODE_16013_length_2670_cov_814.969_ID_24262110	2	2670	228.413	49.9849	88.1335	42.3206	95.1311	47.3016	105.968	28.398	30.5605	30.9155	76.0357	29.4925	57.3332
NODE_160_length_39726_cov_298.357_ID_32305401	2	39726	213.437	43.7315	281.498	44.0571	287.914	43.6628	222.362	26.64	102.093	26.9496	88.9678	28.396	103.676
NODE_1617_length_7789_cov_569.487_ID_32146721	2	7789	236.033	48.6336	1022.04	49.1272	958.305	47.3419	929.589	29.3101	375.292	32.6604	385.64	28.9594	446.029
NODE_161_length_39473_cov_274.993_ID_32073199	2	39473	204.557	41.3109	66.4054	42.7301	61.5985	43.8725	70.7093	24.265	31.4823	25.7994	31.8871	26.5792	35.6643
NODE_16220_length_2655_cov_387.168_ID_24182595	2	2655	215.747	44.2563	34.4686	45.0244	40.8552	44.8295	47.1671	22.9206	12.6315	28.0615	29.6704	30.6551	14.4178
NODE_16331_length_2646_cov_332.723_ID_24242684	2	2646	204.266	42.9539	40.2669	46.2444	42.4455	38.9267	52.1273	22.1494	40.8696	28.5397	30.3575	25.4519	17.8133
NODE_1635_length_7712_cov_31.7085_ID_23991367	3	7712	3.9643	0	0	0.0138852	0.0136942	0	0	0.547342	0.522603	1.89778	2.38802	1.50529	1.61961
NODE_163_length_39325_cov_292.173_ID_24146609	2	39325	198.531	41.3994	136.022	41.6177	142.513	41.0291	139.775	23.9589	54.3513	24.3944	72.4231	26.1315	56.1749
NODE_164_length_39303_cov_26.6376_ID_23921446	3	39303	4.40357	0.0461778	0.0440409	0.0577223	0.0629039	0	0	0.644267	0.700626	2.15363	2.01664	1.50178	1.79584
NODE_1659_length_7648_cov_424.19_ID_24004246	2	7648	203.08	40.6003	108.895	41.4943	98.8262	40.2903	97.8753	25.6314	42.986	27.6519	49.6324	27.4121	53.5405
NODE_165_length_39300_cov_22.5097_ID_32427075	1	39300	3.45183	0.467254	0.483066	0.553359	0.571695	0.328404	0.30547	0.614687	0.610472	1.32097	1.45765	0.167152	0.178513
NODE_1660_length_7648_cov_31.0075_ID_24175505	3	7648	4.73326	0.0201387	0.0197366	0	0	0	0	1.004	0.85951	1.96919	1.69082	1.73993	1.56481
NODE_1665_length_7638_cov_307.154_ID_23975333	2	7638	206.57	40.761	127.26	46.2464	139.371	43.3783	138.32	24.9396	41.5583	25.5381	54.5982	25.7063	66.761
NODE_16690_length_2620_cov_321.999_ID_24492867	2	2620	168.322	31.3874	100.1	38.2862	156.906	36.0425	107.925	19.8907	58.2131	22.4672	51.2592	20.2478	51.3827
NODE_1672_length_7618_cov_31.1633_ID_24025670	3	7618	5.52825	0	0	0	0	0.0404392	0.0388176	0.850161	0.964655	2.56334	3.34279	2.07432	3.00367
NODE_1677_length_7610_cov_26.8561_ID_24073908	3	7610	4.90831	0	0	0.0404826	0.0388498	0	0	0.37185	0.33013	2.36381	2.704	2.13217	2.49741
NODE_1681_length_7600_cov_324.646_ID_23975742	2	7600	206.812	40.6804	70.9515	44.324	61.2513	42.8243	63.5772	25.2877	24.9758	25.3885	28.2701	28.3074	33.8877
NODE_168_length_38936_cov_271.744_ID_23996461	2	38936	207.612	42.9078	61.9142	42.6878	62.0947	43.5796	58.7514	25.0108	31.504	26.1876	28.1249	27.239	37.2212
NODE_1692_length_7587_cov_25.8566_ID_24042483	3	7587	3.5521	0	0	0.0406078	0.0389633	0	0	0.446013	0.529543	1.59486	2.21089	1.47062	1.15346
NODE_1693_length_7584_cov_264.928_ID_23973618	2	7584	203.452	43.5495	39.5502	41.0503	58.9197	40.0149	42.3194	25.1021	27.3324	27.6932	38.3239	26.042	24.6307
NODE_1698_length_7570_cov_27.4181_ID_23974078	3	7570	4.09528	0	0	0	0	0	0	0.401078	0.464003	2.18261	3.50327	1.51159	1.64176
NODE_169_length_38902_cov_29.3462_ID_23919683	3	38902	4.63692	0.031121	0.0456939	0.0155347	0.0152963	0.0272502	0.0288218	0.783805	0.805081	2.38001	2.73695	1.39921	1.48085
NODE_16_length_272917_cov_22.4447_ID_31616448	1	272917	3.49325	0.568559	0.577173	0.50589	0.574933	0.306753	0.309397	0.648378	0.658595	1.36921	1.39804	0.0944652	0.105293
NODE_1705_length_7553_cov_264.528_ID_23974378	2	7553	193.25	39.3022	63.5538	40.5369	78.625	39.2142	50.7446	24.2485	30.6891	24.2602	29.924	25.6884	38.6694
NODE_1706_length_7551_cov_27.8881_ID_23992310	3	7551	4.41008	0	0	0.0408053	0.0748159	0	0	0.817457	0.846542	2.38454	2.4237	1.16727	1.2968
NODE_17092_length_2597_cov_455.268_ID_24202436	2	2597	209.264	41.452	43.8185	42.7152	39.3182	46.9318	41.5385	25.3633	23.4093	25.5325	22.1354	27.2693	42.6703
NODE_170_length_38782_cov_344.803_ID_23920692	2	38782	224.735	45.9287	1308.16	46.7125	1457.91	46.3232	1358.93	27.5465	463.202	29.2053	485.95	29.0185	493.418
NODE_1722_length_7524_cov_26.7156_ID_24006376	3	7524	4.23447	0.0611608	0.057435	0.0406835	0.0561222	0	0	0.449552	0.2966	2.40127	2.47899	1.2818	1.29069
NODE_1728_length_7490_cov_264.969_ID_32077473	2	7490	201.628	41.7647	63.9909	44.0687	41.14	44.2503	77.4217	23.4861	24.6211	24.1797	22.3171	23.8786	20.9205
NODE_1729_length_7477_cov_33.0736_ID_24045589	3	7477	4.24348	0.0824348	0.0800061	0.0641463	0.0829679	0	0	0.750648	0.673138	2.09813	2.38564	1.24812	1.06835
NODE_172_length_38474_cov_22.9637_ID_29960776	1	38474	3.30947	0.567269	0.565401	0.461199	0.486869	0.265839	0.288336	0.586343	0.563335	1.32927	1.42213	0.099546	0.0993949
NODE_1734_length_7462_cov_36.442_ID_23979131	3	7462	4.10996	0	0	0.0579869	0.0546295	0	0	0.887582	1.03536	1.52886	1.21764	1.63553	1.91001
NODE_1735_length_7458_cov_398.109_ID_23979561	2	7458	225.778	46.0605	225.322	47.5531	202.475	47.3562	339.337	27.4641	72.2663	28.5185	93.5532	28.8261	94.5589
NODE_173_length_37935_cov_34.7549_ID_23982393	3	37935	4.2709	0.0369459	0.0419134	0.0488289	0.050187	0.00396983	0.00395389	0.629139	0.743912	2.18219	2.31756	1.36983	1.41072
NODE_1740_length_7446_cov_278.938_ID_23976394	2	7446	212.141	42.5271	137.638	44.4975	151.761	44.2371	193.184	23.8621	72.0496	27.616	87.8373	29.401	87.6373
NODE_1743_length_7434_cov_268.134_ID_23974789	2	7434	197.834	40.652	41.7464	40.7382	38.9741	40.9428	56.8001	24.57	21.9222	24.1896	25.5572	26.7419	40.0326
NODE_1744_length_7434_cov_268.13_ID_23974803	2	7434	201.619	41.1926	42.6465	42.9992	57.4872	41.4114	57.7071	23.2868	18.9742	26.1698	29.2428	26.5589	35.475
NODE_174_length_37658_cov_30.0745_ID_23941749	3	37658	4.48734	0.0171163	0.017842	0.0320732	0.0368288	0.0182094	0.0241015	0.686334	0.765934	2.13197	2.4888	1.60163	1.67512
NODE_17572_length_2564_cov_6.20725_ID_32551055	3	2564	5.4913	0.560066	0.361699	0.742751	0.83018	0.415079	0.508952	0.987158	0.829915	1.6657	1.45348	1.12055	0.994587
NODE_1762_length_7397_cov_317.762_ID_24053277	2	7397	207.32	41.5321	79.7824	42.5758	56.285	44.0936	81.3253	25.3811	27.7117	25.5426	32.9868	28.1951	33.2928
NODE_1764_length_7395_cov_288.314_ID_23986266	2	7395	199.798	40.3092	48.3358	40.5596	60.063	41.5133	50.9932	22.8112	22.933	26.2919	42.1324	28.3133	52.2009
NODE_17725_length_2553_cov_28.9628_ID_32551057	3	2553	5.76113	0	0	0	0	0	0	0.795256	0.938907	2.62505	2.55834	2.34082	2.46708
NODE_1772_length_7370_cov_24.742_ID_23975810	5	7370	4.14197	1.12133	1.12029	0.93144	0.887007	0.742105	0.911755	0.41759	0.409448	0.271607	0.252158	0.657895	0.840428
NODE_17760_length_2550_cov_22.6365_ID_24186049	3	2550	3.21958	0	0	0.125417	0.109731	0	0	0.170833	0.17506	1.60625	1.96372	1.31708	1.71391
NODE_1778_length_7358_cov_27.8768_ID_23979284	3	7358	4.88346	0.0417592	0.0400198	0.0418979	0.0401591	0.0417592	0.0400205	0.433962	0.435713	2.69243	3.09545	1.63166	1.83062
NODE_1779_length_7357_cov_353.786_ID_23982227	2	7357	208.056	41.9231	76.6743	42.3868	92.2491	43.4006	116.868	26.0298	37.8857	26.8809	42.3735	27.4349	58.7935
NODE_1782_length_7353_cov_527.18_ID_23997625	2	7353	230.699	47.4136	580.06	48.9607	531.7	46.9361	547.806	27.2292	172.491	30.8917	193.083	29.2679	306.655
NODE_17962_length_2538_cov_886.514_ID_24964192	2	2538	212.086	43.4506	70.5023	45.6817	62.218	42.7864	129.665	23.482	37.6633	26.1394	53.2453	30.5456	53.0197
NODE_179_length_36938_cov_285.7_ID_23910695	2	36938	204.875	41.4981	79.7277	42.0683	68.8697	43.1011	82.0668	24.3705	37.5753	25.8779	38.6306	27.9595	43.6632
NODE_17_length_270694_cov_23.0117_ID_32540331	1	270694	3.75899	0.607735	0.624397	0.539605	0.565749	0.320214	0.358062	0.693407	0.724553	1.49886	1.55181	0.0991706	0.106088
NODE_1801_length_7287_cov_33.6192_ID_32153001	3	7287	12.0443	0.858064	1.18265	1.1977	1.27017	0.855822	1.13886	2.74779	3.42633	3.38448	4.9016	3.00042	4.19795
NODE_18055_length_2533_cov_292.494_ID_24208410	2	2533	198.774	40.2102	29.0417	40.7856	67.9517	40.5208	47.7308	24.3794	18.9039	23.0814	24.1504	29.7969	22.054
NODE_18059_length_2533_cov_55.1279_ID_32540681	5	2533	9.66597	1.76164	1.28574	2.19261	2.98933	3.03693	3.56035	0.88334	0.674863	0.490978	0.423834	1.30046	0.96343
NODE_180_length_36921_cov_27.8744_ID_23918188	3	36921	4.55378	0.0180577	0.0177258	0.00821299	0.00814249	0.00788665	0.0157109	0.691306	0.698672	2.29085	2.1178	1.53746	1.77406
NODE_181_length_36602_cov_276.857_ID_23910933	2	36602	200.883	41.432	72.0486	41.9615	59.8934	41.2858	53.2635	24.4326	32.6842	25.4983	34.0941	26.2724	36.432
NODE_18239_length_2522_cov_343.125_ID_24462942	2	2522	206.019	41.9503	113.853	41.2171	58.3438	43.3364	87.4099	26.0379	17.6308	26.2715	55.4612	27.2062	28.8099
NODE_1823_length_7244_cov_27.5019_ID_24060235	3	7244	4.78672	0.0425712	0.0413183	0	0	0	0	0.524669	0.566943	2.83535	3.14665	1.38413	1.62334
NODE_1834_length_7211_cov_35.6548_ID_24129165	3	7211	3.59652	0	0	0.0427701	0.0409474	0.0212434	0.0207996	0.679224	0.738332	1.63929	2.19116	1.21399	1.29572
NODE_183_length_36566_cov_283.254_ID_32052752	2	36566	209.751	42.691	83.0367	44.2901	79.5029	43.5537	82.7469	25.5239	33.6791	26.43	38.8716	27.2622	47.2988
NODE_1842_length_7198_cov_27.8418_ID_23977376	3	7198	4.41274	0	0	0.042849	0.0410152	0.0427072	0.0408928	0.865778	0.996868	2.07889	1.77005	1.38252	1.21821
NODE_185_length_36312_cov_32.0694_ID_24006254	3	36312	4.63456	0.00105083	0.00209977	0.00514352	0.00511913	0.0177258	0.0174061	0.633372	0.591945	2.33895	3.55376	1.63832	1.76594
NODE_1862_length_7153_cov_324.918_ID_32550603	2	7153	189.23	38.2846	93.1539	39.0154	53.5207	39.6126	51.8155	22.8241	23.7038	24.0208	31.8187	25.4721	31.2055
NODE_1864_length_7147_cov_301.323_ID_23980543	2	7147	206.003	42.6747	65.3344	43.4839	76.6954	43.5711	82.2253	24.3859	48.9404	26.3632	50.7359	25.5247	48.5264
NODE_186_length_36272_cov_27.8696_ID_23936796	3	36272	4.57951	0.0499972	0.0505696	0.041609	0.0481229	0.00116273	0.00232355	0.638973	0.736044	2.24221	2.87138	1.60556	1.67961
NODE_1880_length_7107_cov_391.919_ID_23983937	2	7107	200.708	41.2501	44.8931	41.844	64.1056	42.7288	81.6039	24.7266	35.2165	26.7174	28.2636	23.4409	32.7996
NODE_1881_length_7104_cov_30.8421_ID_24486748	3	7104	3.84124	0.0434282	0.0415521	0.0868565	0.106958	0	0	0.609002	0.727151	1.718	1.74284	1.38395	1.40614
NODE_1882_length_7103_cov_525.565_ID_24015889	2	7103	233.595	46.7462	1872.74	49.6752	1734.99	47.6816	1988.87	28.5874	650.377	29.356	619.321	31.5487	832.549
NODE_1884_length_7101_cov_29.7785_ID_32330490	3	7101	5.368	0	0	0.0866062	0.0791225	0	0	0.973817	0.761894	2.53014	2.2169	1.77744	1.88417
NODE_1887_length_7091_cov_311.294_ID_23983436	2	7091	209.377	41.2727	66.5904	42.5849	86.0081	44.8904	76.4568	26.6973	23.785	26.0305	35.2024	27.9007	57.9922
NODE_188_length_36084_cov_289.173_ID_30857544	2	36084	203.663	41.951	66.7917	42.0774	60.171	42.5567	63.3113	23.8491	27.7011	26.5864	34.3213	26.6419	38.8745
NODE_189_length_35298_cov_32.7626_ID_23934868	3	35298	4.52706	0.0257767	0.0251191	0.0254922	0.0257549	0.00859224	0.00850815	0.54114	0.534403	2.17631	2.53641	1.74974	1.94829
NODE_18_length_241594_cov_22.826_ID_24738059	1	241594	3.62225	0.591089	0.613257	0.48386	0.476994	0.339487	0.380044	0.66463	0.721828	1.45739	1.44405	0.0857922	0.0892471
NODE_1904_length_7054_cov_338.35_ID_23984663	2	7054	217.702	45.7627	241.609	44.1845	204.495	45.8189	267.277	25.1537	99.1238	29.3827	110.161	27.3992	120.044
NODE_1907_length_7040_cov_28.5532_ID_23981292	3	7040	4.26676	0	0	0	0	0	0	0.775762	1.02741	1.90508	1.4777	1.58592	1.5279
NODE_1911_length_7031_cov_28.2345_ID_32331475	3	7031	5.22482	0	0	0.0478128	0.050765	0	0	0.862956	1.11996	2.42232	2.11615	1.89173	1.67737
NODE_194_length_34493_cov_291.526_ID_23922936	2	34493	211.741	43.218	81.3236	44.6164	61.2174	44.1678	74.0124	25.3038	27.4739	26.9695	36.9002	27.4653	42.8355
NODE_1954_length_6962_cov_28.2056_ID_24046489	3	6962	4.40473	0	0	0	0	0	0	0.640487	0.716553	2.16779	2.79507	1.59645	1.8564
NODE_195_length_34438_cov_26.5941_ID_23912459	5	34438	4.33822	0.893374	1.05505	0.866309	1.05521	1.14714	1.27818	0.63197	0.729626	0.214244	0.218788	0.58519	0.58343
NODE_1963_length_6956_cov_33.3889_ID_24048006	3	6956	4.66324	0	0	0	0	0	0	1.04819	1.21178	2.39847	2.49599	1.21657	1.15837
NODE_196_length_34357_cov_31.6138_ID_23945607	3	34357	4.8422	0.000613909	0.000613182	0.0548718	0.0664261	0.0192066	0.0291849	0.69173	0.726615	2.60327	2.80311	1.47251	1.555
NODE_197_length_34030_cov_29.781_ID_31880042	3	34030	4.38294	0.0237013	0.0240737	0	0	0.0157615	0.0166316	0.594746	0.648872	2.2964	2.52065	1.45233	1.34968
NODE_1988_length_6883_cov_27.7985_ID_32238423	3	6883	4.81836	0	0	0	0	0	0	0.850735	1.16411	2.54745	2.64948	1.42017	2.08681
NODE_198_length_33928_cov_292.456_ID_23911594	2	33928	205.446	42.0832	76.9685	43.0567	65.7208	42.3438	83.6192	25.0103	34.3244	26.1501	34.7047	26.8024	37.3639
NODE_1991_length_6876_cov_25.1723_ID_32550709	1	6876	3.73194	0.834969	0.776987	0.390871	0.406186	0.456586	0.556881	0.613292	0.662485	1.22168	1.26645	0.214541	0.219091
NODE_1994_length_6872_cov_353.802_ID_24031586	2	6872	214.511	45.8541	66.1914	42.6266	71.0529	45.4719	79.0859	24.5788	43.951	26.4176	54.7698	29.562	37.3525
NODE_199_length_33890_cov_32.1842_ID_23955815	3	33890	4.27745	0.0177534	0.01743	0.0402193	0.0386033	0	0	0.653586	0.709288	2.15937	2.4711	1.40652	1.45098
NODE_19_length_238513_cov_25.7672_ID_31472675	6	238513	4.18802	1.16873	1.26657	0.934063	0.934614	1.05701	1.12932	0.0131816	0.014368	0.338278	0.371246	0.676754	0.717874
NODE_1_length_1935275_cov_24.6805_ID_23901540	4	1.93528e+06	3.81973	0.384547	0.40742	0.559138	0.59541	0.264181	0.276061	1.40386	1.48422	1.13602	1.17447	0.0719824	0.0750967
NODE_2000_length_6862_cov_339.08_ID_24074986	2	6862	218.856	43.5335	441.574	45.7043	315.041	45.4486	466.207	27.1485	132.826	28.0633	164.387	28.9578	135.028
NODE_201_length_33352_cov_282.757_ID_23921753	2	33352	201.122	41.4436	58.5641	42.4003	44.6089	42.2041	59.4889	23.5332	25.3168	25.1797	31.0214	26.3609	32.0191
NODE_2023_length_6807_cov_294.453_ID_24034982	2	6807	205.643	40.3016	105.183	42.5393	61.6842	43.1071	105.31	25.1335	30.7524	26.8723	29.715	27.6895	63.3041
NODE_2036_length_6786_cov_28.512_ID_24156346	3	6786	4.17963	0	0	0.0837854	0.076776	0	0	0.691983	0.712657	1.85172	2.33342	1.55214	1.92326
NODE_203_length_33207_cov_31.3951_ID_32019368	3	33207	4.61872	0.0272862	0.0447462	0.0624074	0.0603376	0.00913574	0.00905503	0.703663	0.739159	2.20894	2.32333	1.60728	1.81819
NODE_2047_length_6760_cov_26.0122_ID_24050694	3	6760	3.92542	0.0456883	0.0435961	0	0	0	0	0.589713	0.422056	1.96717	1.97881	1.32284	1.39159
NODE_204_length_33207_cov_22.6922_ID_31376567	1	33207	3.3284	0.51629	0.4845	0.454155	0.493666	0.364492	0.458421	0.486523	0.505146	1.41595	1.55128	0.0909943	0.0985812
NODE_2052_length_6751_cov_636.688_ID_29108913	2	6751	356.669	73.8173	22484.6	74.0053	23264.5	74.1285	24747.2	44.6543	8059.59	44.1604	9819.9	45.9035	9527.42
NODE_205_length_33173_cov_29.2341_ID_23956034	3	33173	4.54562	0.00914514	0.00906384	0.010205	0.0100921	0.01826	0.020464	0.722072	0.695684	2.19741	2.2482	1.58853	1.71732
NODE_206_length_33082_cov_30.4488_ID_23953536	3	33082	4.84577	0.0108102	0.0106983	0.0365602	0.0352279	0.00917041	0.00909301	0.790417	0.868607	2.33994	2.71067	1.65887	1.69389
NODE_2070_length_6721_cov_32.0149_ID_24133372	3	6721	4.96226	0	0	0	0	0	0	0.798965	1.0416	2.21214	2.61559	1.95115	2.00861
NODE_2078_length_6707_cov_28.8252_ID_24008607	3	6707	4.26369	0	0	0	0	0	0	0.538966	0.694223	2.02959	1.57019	1.69513	1.35566
NODE_207_length_33077_cov_283.275_ID_24004377	2	33077	203.865	42.0704	60.9351	42.1461	47.542	42.9438	56.764	24.5394	30.0286	25.9239	31.055	26.2415	34.1946
NODE_209_length_32791_cov_28.0744_ID_23947860	3	32791	4.20744	0.00916026	0.00908121	0.0183512	0.0249517	0.0151343	0.0161971	0.684293	0.658165	2.07855	2.25736	1.40195	1.50085
NODE_20_length_236014_cov_27.3601_ID_32425173	6	236014	4.38228	1.20612	1.29282	1.00414	1.03105	1.09685	1.14768	0.0104891	0.0114754	0.368704	0.418761	0.695973	0.704195
