contigName	bin	contigLen	totalAvgDepth	L1.sorted.bam	L1.sorted.bam-var	L2.sorted.bam	L2.sorted.bam-var	L3.sorted.bam	L3.sorted.bam-var	P1.sorted.bam	P1.sorted.bam-var	P2.sorted.bam	P2.sorted.bam-var	P3.sorted.bam	P3.sorted.bam-var
NODE_2113_length_6641_cov_266.341_ID_23960475	2	6641	199.263	40.131	35.2588	41.572	52.9848	42.4874	48.6361	22.8498	28.7829	25.2477	19.7889	26.9749	26.3619
NODE_2119_length_6634_cov_293.89_ID_32440340	2	6634	198.811	39.9462	43.7518	42.7414	51.4971	42.3041	32.7479	24.1621	26.4338	24.4832	22.3972	25.1744	41.6329
NODE_2128_length_6623_cov_42.3698_ID_24009330	3	6623	4.68036	0	0	0.0465009	0.0443476	0	0	0.465781	0.381149	2.43643	2.58685	1.73165	1.81905
NODE_213_length_32454_cov_21.4704_ID_32184365	1	32454	3.49285	0.607417	0.758499	0.470716	0.459378	0.260989	0.256327	0.720282	0.780686	1.30699	1.20344	0.126455	0.16671
NODE_2152_length_6574_cov_286.703_ID_23987101	2	6574	194.856	41.2702	48.3256	39.9444	50.6912	40.0646	41.0862	24.2201	24.6811	22.5381	27.136	26.819	30.4708
NODE_2155_length_6571_cov_28.3999_ID_31822747	3	6571	4.14203	0.0470332	0.0448192	0.0470332	0.044823	0.0468774	0.0446868	0.782121	0.844257	1.49759	2.29867	1.72138	2.45016
NODE_2159_length_6562_cov_47.4738_ID_24081352	3	6562	4.20243	0.0229258	0.0223986	0	0	0	0	0.54975	0.540185	2.13054	1.92913	1.49922	2.11372
NODE_215_length_32273_cov_31.0483_ID_23999225	3	32273	4.7927	0.0364848	0.0360995	0.0280173	0.0272361	0.00937023	0.00928392	0.652803	0.859963	2.36024	2.39152	1.70579	2.02712
NODE_2166_length_6547_cov_34.5855_ID_31916020	3	6547	4.50805	0	0	0.0944193	0.111156	0	0	0.628732	0.718447	2.55229	3.83514	1.23261	0.838042
NODE_2171_length_6539_cov_23.7981_ID_32550751	3	6539	4.40883	0	0	0.0472687	0.0450362	0.0471122	0.0449039	0.896071	1.28655	2.25278	1.94654	1.1656	1.19107
NODE_2187_length_6512_cov_35.3844_ID_32550645	3	6512	5.47878	0.0235775	0.023025	0.0400817	0.0384773	0	0	0.603427	0.583908	2.57796	3.1196	2.23373	2.09867
NODE_2188_length_6511_cov_36.0613_ID_31910579	3	6511	20.4128	1.53026	1.49224	2.41707	2.28181	1.72441	1.53587	3.63229	3.806	7.1069	9.46104	4.00189	5.27735
NODE_2193_length_6497_cov_326.846_ID_24063487	2	6497	196.169	42.539	235.52	40.087	181.932	41.4591	189.098	24.395	96.362	24.605	99.2267	23.0837	80.0484
NODE_2195_length_6493_cov_25.8714_ID_24020684	3	6493	4.37191	0	0	0	0	0	0	0.477061	0.513126	2.60523	3.0136	1.28961	1.9712
NODE_2203_length_6481_cov_446.848_ID_23992403	2	6481	208.143	43.0016	187.201	42.0663	205.151	43.1153	199.543	25.7435	93.1138	25.7449	111.184	28.4715	86.1347
NODE_220_length_31956_cov_27.4853_ID_23945034	3	31956	4.30956	0.0189272	0.0185765	0.0188958	0.018547	0.0106584	0.0117449	0.532824	0.591648	2.18522	2.4345	1.54304	1.55516
NODE_221_length_31879_cov_32.9992_ID_23948218	3	31879	4.5702	0.0379779	0.0432201	0.0284913	0.0276787	0.00475905	0.00473437	0.691544	0.638378	2.33676	2.2286	1.47067	1.31232
NODE_2226_length_6437_cov_404.541_ID_23996733	2	6437	235.412	46.686	713.083	48.8774	980.328	48.1586	872.214	29.6921	560.139	29.3838	322.032	32.6146	384.898
NODE_2241_length_6415_cov_27.0726_ID_23988784	3	6415	3.7419	0	0	0	0	0	0	0.955467	1.05215	1.67901	1.46158	1.10742	1.75462
NODE_224_length_31783_cov_27.4445_ID_23917263	3	31783	4.4881	0.00951538	0.00942591	0.0392628	0.0401847	0.0189043	0.0279116	0.723137	0.9223	2.26972	2.07823	1.42756	1.44371
NODE_2256_length_6395_cov_26.3525_ID_32541581	3	6395	4.56717	0.120576	0.106046	0	0	0.0965572	0.129854	0.661809	0.683472	2.40945	2.64545	1.27878	1.18342
NODE_2265_length_6380_cov_30.1066_ID_24053439	3	6380	5.23836	0	0	0	0	0.0242376	0.0236539	0.866613	0.886504	2.45586	2.03905	1.89165	1.77778
NODE_226_length_31652_cov_29.3742_ID_23926324	3	31652	4.44781	0.0108882	0.0121043	0.0286966	0.0278594	0	0	0.523268	0.582877	2.38982	2.61881	1.49514	1.69011
NODE_2272_length_6367_cov_12.1207_ID_24081559	3	6367	1.77159	0	0	0	0	0	0	0.145569	0.13469	1.13302	1.46639	0.493003	0.525759
NODE_2274_length_6364_cov_454.522_ID_24002437	2	6364	235.848	47.1717	352.888	47.6698	473.013	51.6765	407.551	28.3376	163.006	31.524	170.989	29.4681	124.932
NODE_2280_length_6358_cov_270.511_ID_32550855	2	6358	197.161	40.1501	57.1485	42.2735	51.0931	41.3106	60.3188	23.4662	21.016	24.8818	40.6258	25.0791	33.6766
NODE_2282_length_6357_cov_27.5262_ID_23989531	3	6357	4.35669	0	0	0	0	0.0484936	0.046149	0.827614	0.976792	2.20122	2.53391	1.27936	1.21361
NODE_2283_length_6357_cov_261.592_ID_24041173	2	6357	200.374	39.368	31.8529	42.9072	56.4021	41.4036	60.8922	22.855	29.2563	26.69	27.7909	27.1502	29.0869
NODE_2296_length_6336_cov_358.382_ID_24458510	2	6336	194.771	39.5757	99.4739	38.8078	104.905	42.1153	124.241	26.0693	66.3862	23.3304	53.9413	24.8723	71.4839
NODE_2299_length_6331_cov_460.603_ID_24065382	2	6331	214.086	42.5768	48.5811	45.8376	56.2918	44.57	81.9088	26.1168	30.0264	28.6632	33.2747	26.3216	32.1556
NODE_22_length_223437_cov_22.7802_ID_31715587	1	223437	3.55371	0.575318	0.601131	0.501449	0.537896	0.330225	0.353034	0.630068	0.655786	1.43409	1.48207	0.0825664	0.0915816
NODE_2302_length_6328_cov_248.434_ID_32550643	2	6328	185.939	35.782	110.887	40.0076	79.5116	39.1756	76.7554	21.1408	34.2831	25.6322	70.2808	24.2006	50.5444
NODE_2303_length_6326_cov_28.8601_ID_23990083	3	6326	4.54501	0	0	0	0	0	0	0.646535	0.616246	2.41823	2.84096	1.48025	1.81012
NODE_231_length_31196_cov_290.174_ID_23914825	2	31196	208.7	43.4056	63.4636	43.2805	61.0839	43.1289	57.448	25.3152	30.3434	25.7411	32.723	27.8289	34.7601
NODE_2331_length_6286_cov_330.261_ID_23994288	2	6286	221.07	45.9865	110.562	45.0678	100.726	46.2065	116.38	28.1406	69.3645	28.4467	60.1823	27.2215	66.6184
NODE_233_length_31148_cov_28.6069_ID_23916821	3	31148	4.45522	0.0291632	0.0283159	0.0730047	0.0687306	0	0	0.631137	0.632061	2.12446	1.94586	1.59746	1.59909
NODE_2341_length_6270_cov_26.4949_ID_24431726	3	6270	5.03154	0.0493464	0.090396	0.0493464	0.046923	0	0	0.49281	0.504311	2.36275	2.56526	2.07729	2.48187
NODE_234_length_31058_cov_29.1241_ID_23924785	3	31058	4.60078	0.00977093	0.00967407	0.0408632	0.0545359	0	0	0.621813	0.701359	2.43151	2.48555	1.49683	1.76862
NODE_2358_length_6238_cov_260.716_ID_24057388	2	6238	203.425	44.6045	71.8214	44.1882	60.7834	39.1276	46.8948	24.1278	27.6468	25.6795	23.3769	25.6973	36.4447
NODE_236_length_30995_cov_31.1557_ID_23951465	3	30995	4.60947	0.0104717	0.0103647	0.0305398	0.0531151	0.0335224	0.032401	0.86912	0.92352	2.22195	2.71516	1.44386	1.57066
NODE_2382_length_6205_cov_407.079_ID_23996070	2	6205	190.126	40.0912	145.835	38.8249	90.2589	40.0983	74.1708	23.9191	34.7886	23.6946	44.1754	23.4978	36.8932
NODE_2385_length_6200_cov_306.36_ID_24018053	2	6200	190.025	39.5603	131.674	40.4555	94.0649	39.4998	102.87	22.5304	41.1663	24.3519	47.2865	23.6266	39.7627
NODE_2407_length_6168_cov_19.1867_ID_32359493	3	6168	5.93137	0.345796	0.399119	0.647059	0.55715	0.539216	0.760041	1.04021	1.27041	1.88817	2.53552	1.47092	1.31215
NODE_2414_length_6164_cov_28.2694_ID_23992547	3	6164	4.73346	0.075158	0.095814	0.199867	0.264711	0	0	0.975723	1.24574	2.12986	2.09429	1.35284	1.86213
NODE_2420_length_6156_cov_28.625_ID_24009260	3	6156	4.04296	0	0	0	0	0.024975	0.0243571	0.601565	0.454874	1.94239	1.76046	1.47403	1.16163
NODE_2429_length_6148_cov_272.012_ID_24047915	2	6148	206.375	40.373	38.6581	41.8219	59.7295	46.916	47.9754	23.7768	24.4684	27.3565	18.9689	26.1314	23.0813
NODE_2435_length_6138_cov_5.56255_ID_24040829	3	6138	3.24833	0.154142	0.130395	0.30177	0.432223	0.164997	0.160843	0.641283	0.749193	1.00568	0.786351	0.980461	0.909119
NODE_243_length_30578_cov_277.989_ID_32251857	2	30578	211.756	44.0572	61.2582	43.8215	58.2886	43.4801	66.6823	25.3769	32.7465	27.4418	31.72	27.5785	40.1865
NODE_244_length_30473_cov_346.178_ID_32047451	2	30473	197.154	40.9144	95.9985	40.5591	78.7844	40.9903	83.063	23.9352	34.4081	25.6999	42.3582	25.0553	43.0608
NODE_2464_length_6110_cov_37.4114_ID_24057128	3	6110	5.37383	0	0	0.151678	0.128697	0	0	0.569631	0.63585	2.29396	1.32926	2.35856	1.7689
NODE_247_length_30349_cov_28.58_ID_23919941	6	30349	4.47667	1.18103	1.31043	0.905825	0.970186	1.25024	1.16533	0.00420544	0.00418655	0.397099	0.369326	0.73827	0.867266
NODE_248_length_30324_cov_311.762_ID_23916136	2	30324	210.964	42.7555	152.685	44.4481	176.87	43.6894	144.203	26.2549	54.2991	26.4279	71.9296	27.388	72.9225
NODE_2490_length_6071_cov_562.469_ID_23999343	2	6071	208.744	44.5644	258.359	42.8434	262.202	41.554	317.995	25.8092	64.9048	25.7028	97.0472	28.2706	110.545
NODE_24_length_217060_cov_26.7488_ID_24619920	6	217060	4.32496	1.15803	1.19096	0.961058	0.991394	1.18125	1.18952	0.0134388	0.0168289	0.323526	0.322412	0.687663	0.726363
NODE_2500_length_6047_cov_46.6198_ID_32550853	3	6047	5.12701	0.0512125	0.0485981	0	0	0	0	0.957266	0.738316	2.53688	3.22597	1.58165	1.57206
NODE_250_length_30263_cov_295.2_ID_23920856	2	30263	204.186	41.5438	72.0706	41.5478	68.0709	42.8124	73.0032	24.4742	32.1441	25.8885	35.5604	27.919	43.6096
NODE_2537_length_5998_cov_32.1392_ID_32550631	3	5998	4.08482	0	0	0	0	0	0	0.60106	0.806646	2.1686	1.50158	1.31515	1.08438
NODE_253_length_30177_cov_29.6195_ID_24085391	3	30177	4.13811	0	0	0.0400972	0.0396833	0	0	0.638992	0.574554	2.06344	2.04095	1.39558	1.3905
NODE_2546_length_5991_cov_397.718_ID_24000208	2	5991	207.884	44.3475	53.6321	43.3136	49.9755	42.6393	60.9907	25.5557	31.5453	25.5117	28.7211	26.5157	23.8191
NODE_2559_length_5980_cov_31.1554_ID_29595129	3	5980	5.27633	0.051458	0.0488217	0.032247	0.0312113	0	0	1.17238	1.39785	2.18113	2.40824	1.83911	2.86827
NODE_255_length_30078_cov_27.8291_ID_23936319	3	30078	4.88766	0.0302058	0.0292971	0.0692662	0.073295	0	0	0.616881	0.725013	2.42876	2.85263	1.74255	1.5818
NODE_2571_length_5965_cov_351.775_ID_24075974	2	5965	215.125	45.1878	40.92	45.4193	43.0734	44.4796	57.8003	25.9077	28.1969	29.3654	31.6981	24.7656	32.7468
NODE_257_length_29685_cov_2253.95_ID_23936147	2	29685	261.818	49.5117	236.611	58.177	378.848	56.7698	302.061	31.1458	101.899	30.5649	129.512	35.6486	160.636
NODE_2583_length_5957_cov_29.4192_ID_35712830	5	5957	4.45273	0.784054	1.07256	0.662821	0.442627	1.14086	1.17586	0.641984	0.630486	0.241088	0.191254	0.981918	1.26376
NODE_2584_length_5956_cov_370.194_ID_24006929	2	5956	218.795	44.3946	58.414	48.2275	53.2683	47.2795	59.7174	25.5725	27.2054	26.7756	39.0329	26.5451	18.5642
NODE_258_length_29661_cov_26.7272_ID_23938343	3	29661	4.40382	0.0407983	0.0396753	0.0102335	0.0101244	0	0	0.695876	0.660026	2.17421	2.32092	1.4827	1.4813
NODE_2595_length_5947_cov_13.1337_ID_25911128	3	5947	1.77954	0	0	0	0	0	0	0.201829	0.184591	1.06883	1.55103	0.508884	0.51878
NODE_2596_length_5947_cov_26.6132_ID_24286842	3	5947	8.458	0.713472	1.22829	0.940314	1.24764	0.929964	0.862576	1.46024	1.1253	2.39313	5.66758	2.02087	4.77744
NODE_259_length_29656_cov_28.1936_ID_23950873	3	29656	4.20989	0.0204365	0.0200284	0.0217583	0.0248214	0.0102013	0.0100904	0.57351	0.537582	2.13313	2.23554	1.45086	1.40094
NODE_25_length_216888_cov_28.8231_ID_31818091	6	216888	4.76698	1.29412	1.33075	1.04876	1.05554	1.2293	1.35059	0.014123	0.0154214	0.359291	0.374493	0.821374	0.882525
NODE_2611_length_5931_cov_344.822_ID_31747741	2	5931	222.254	43.6156	556.769	47.0661	807.565	45.9952	556.241	26.8255	256.885	29.0792	231.485	29.6729	198.916
NODE_2617_length_5925_cov_466.536_ID_32032544	2	5925	230.31	48.7051	141.49	48.3207	182.611	49.4461	230.338	26.1768	50.5517	29.1458	87.4663	28.5152	63.9688
NODE_261_length_29335_cov_26.4793_ID_23929535	6	29335	3.72548	1.00651	1.1229	0.828165	0.846033	0.994141	0.988798	0.0169265	0.0397364	0.303512	0.308912	0.576221	0.633086
NODE_2628_length_5912_cov_154.633_ID_32156052	3	5912	74.6135	6.27178	16.9481	6.71208	16.884	5.33461	13.9477	16.5545	102.16	22.2293	219.247	17.5113	92.549
NODE_2641_length_5892_cov_604.201_ID_24010137	2	5892	275.083	57.3903	1541.46	54.7739	1582.99	56.1552	1756.84	32.6198	770.463	36.779	802.242	37.3643	911.197
NODE_2648_length_5880_cov_404.144_ID_24005117	2	5880	214.011	44.7169	176.308	44.949	144.673	45.7387	158.12	23.9449	83.6836	27.0723	84.8412	27.5894	81.7177
NODE_2679_length_5843_cov_357.067_ID_24000912	2	5843	206.865	40.9303	67.003	43.5716	65.1477	42.7216	53.075	26.9015	38.878	26.3055	40.9358	26.4351	26.3408
NODE_2688_length_5833_cov_29.733_ID_24027172	3	5833	5.18863	0	0	0.0526131	0.0498606	0	0	0.980292	1.04467	2.84462	2.11893	1.3111	0.942253
NODE_269_length_28827_cov_34.1187_ID_24487966	3	28827	4.39342	0.0209576	0.0228147	0.0320815	0.0310597	0.0315235	0.0515806	0.675768	0.694081	2.01158	2.1577	1.62151	1.48589
NODE_26_length_203451_cov_25.3526_ID_28466670	5	203451	4.15038	0.921515	1.03847	0.862918	0.898154	1.03511	1.06217	0.481065	0.492965	0.195621	0.202427	0.654148	0.678807
NODE_270_length_28773_cov_277.037_ID_32103045	2	28773	201.342	41.4206	63.4463	42.1745	59.9437	40.6312	50.0026	24.7643	33.4908	26.184	32.8311	26.1677	37.147
NODE_2721_length_5793_cov_33.0802_ID_24084690	3	5793	4.7994	0.2465	7.92542	0.264398	9.12995	0.366295	12.7738	0.839093	2.12738	1.52809	4.95453	1.55502	6.30556
NODE_2727_length_5787_cov_29.9349_ID_24004167	3	5787	5.19124	0.106972	0.0955416	0.0532198	0.0503995	0.0800071	0.121887	0.527408	0.462566	2.42132	2.54415	2.00231	1.48208
NODE_273_length_28681_cov_22.6172_ID_23927843	1	28681	3.62528	0.641408	0.664695	0.474536	0.480779	0.399495	0.570768	0.712944	0.714406	1.34934	1.27104	0.0475623	0.0453037
NODE_2745_length_5770_cov_22.7732_ID_32575467	3	5770	4.49626	0.0268683	0.0261501	0.100178	0.0922948	0	0	0.696441	0.658135	2.33399	1.73438	1.33879	1.19967
NODE_2758_length_5753_cov_23.2192_ID_32319233	3	5753	3.82135	0	0	0	0	0.0538997	0.052784	0.606282	0.618981	1.78654	1.9284	1.37462	1.40889
NODE_276_length_28478_cov_35.9119_ID_23949616	3	28478	4.32886	0.0360774	0.0443168	0.00533041	0.00530302	0	0	0.609185	0.653059	2.12775	2.04531	1.55052	1.44752
NODE_2797_length_5708_cov_265.638_ID_23999844	2	5708	216.162	45.0912	53.675	44.7767	50.4131	45.2031	41.8919	25.6391	14.4092	29.1895	32.1919	26.2623	22.9512
NODE_279_length_28127_cov_26.8035_ID_23951589	3	28127	4.18719	0.00811381	0.0107638	0.0431426	0.0419145	0.0107946	0.0195436	0.553455	0.485161	2.10301	1.89502	1.46867	1.43194
NODE_27_length_201335_cov_26.831_ID_23907344	6	201335	4.27714	1.16318	1.319	0.949097	0.991057	1.09813	1.17211	0.0101648	0.0138829	0.348923	0.356819	0.707642	0.758346
NODE_2804_length_5697_cov_515.54_ID_32550657	2	5697	232.181	47.4307	2050.89	49.2304	2342.5	45.8615	1604.62	29.0973	563.863	29.0056	791.712	31.5551	797.307
NODE_280_length_28009_cov_35.4517_ID_23937836	3	28009	4.83783	0.00997882	0.00987565	0.0325209	0.0314624	0	0	0.762159	0.653367	2.55501	3.23034	1.47816	1.68253
NODE_282_length_27900_cov_307.981_ID_23931261	2	27900	202.631	41.3056	277.5	42.5576	208.245	42.1401	267.016	24.4057	107.538	25.8809	108.803	26.3411	113.47
NODE_2833_length_5671_cov_378.034_ID_24012715	2	5671	218.455	43.8058	122.946	45.892	110.064	45.9098	176.421	26.7778	42.5021	28.393	51.9518	27.6767	46.0471
NODE_283_length_27887_cov_39.3954_ID_23963874	3	27887	4.72931	0.00544399	0.00541461	0.0339258	0.0396945	0.010888	0.0107724	0.619209	0.677845	2.57421	2.73813	1.48563	1.55132
NODE_284_length_27723_cov_299.422_ID_23915858	2	27723	209.598	43.3821	75.5063	43.2708	88.9612	43.3686	104.604	25.3005	35.1892	27.1424	41.8618	27.1338	50.3305
NODE_2857_length_5650_cov_25.0091_ID_32551013	6	5650	3.60109	1.34255	1.61852	0.387818	0.449487	0.860182	0.757134	0.0269091	0.026187	0.447455	0.513142	0.536182	0.320739
NODE_285_length_27701_cov_34.1499_ID_23969189	3	27701	4.52426	0.0218504	0.0213806	0.0314326	0.0535992	0	0	0.797721	0.874713	2.12515	2.11445	1.54811	1.51327
NODE_2862_length_5646_cov_272.042_ID_24000882	2	5646	213.729	44.5049	39.2639	45.7544	50.3224	43.7928	50.6176	26.0748	22.8473	25.7744	25.3128	27.8279	27.1511
NODE_2885_length_5625_cov_26.2612_ID_32600459	3	5625	4.701	0.0273973	0.0266514	0	0	0.0551598	0.0521315	0.605662	0.648134	2.24164	2.25097	1.77114	1.59339
NODE_28_length_191107_cov_26.7421_ID_32163909	6	191107	4.19675	1.17701	1.20205	0.917934	0.97607	1.09211	1.16173	0.00892871	0.0133782	0.320282	0.334242	0.680483	0.69495
NODE_291_length_27247_cov_287.068_ID_23915583	2	27247	202.124	40.1615	90.9763	42.4019	64.7728	42.462	88.2695	24.3737	36.9628	25.2845	35.6824	27.4406	39.4636
NODE_292_length_27203_cov_28.328_ID_23955454	3	27203	4.12986	0.0222896	0.0217872	0.0222526	0.0217548	0	0	0.699996	0.709328	1.97904	2.24625	1.40628	1.42734
NODE_2935_length_5587_cov_273.251_ID_32234707	2	5587	198.058	39.8488	51.3382	41.822	37.1253	41.5424	70.2955	23.8817	31.2898	23.2814	29.6554	27.6818	39.4132
NODE_2938_length_5583_cov_27.7931_ID_24038707	3	5583	4.36315	0	0	0	0	0	0	0.529542	0.440276	2.35303	2.2871	1.48058	1.49783
NODE_293_length_27060_cov_269.813_ID_23918534	2	27060	203.707	41.3961	59.5403	42.5539	58.799	42.0827	57.4112	24.3883	35.4456	26.2752	30.6984	27.0109	38.7969
NODE_2947_length_5575_cov_569.403_ID_24015427	2	5575	234.496	47.235	385.447	51.9288	378.294	48.4083	337.066	26.2127	137.536	30.5126	172.853	30.1982	162.837
NODE_294_length_27059_cov_302.016_ID_23937201	2	27059	201.711	41.8969	59.1233	41.8088	60.1486	41.3786	55.4599	23.8373	36.4701	25.5393	35.8367	27.25	33.5081
NODE_2968_length_5552_cov_297.411_ID_24003864	2	5552	209.096	42.6838	51.7591	42.9689	44.9305	43.3778	50.7908	24.8628	22.3029	28.0724	26.4144	27.1303	36.8999
NODE_2976_length_5543_cov_321.989_ID_24019637	2	5543	211.395	43.6629	120.146	44.5047	89.6033	41.6699	134.282	25.2488	51.5991	28.3047	44.3371	28.0041	61.786
NODE_2994_length_5527_cov_27.78_ID_32540743	6	5527	4.44356	0.836898	0.880193	0.915566	1.20867	1.38627	1.07381	0.0838758	0.1081	0.453599	0.404168	0.767342	0.906645
NODE_2_length_1021023_cov_23.722_ID_28578184	4	1.02102e+06	3.79263	0.361356	0.370018	0.559212	0.616769	0.260588	0.274248	1.37231	1.4455	1.16247	1.26335	0.0766912	0.0846405
NODE_3020_length_5504_cov_555.31_ID_24016754	2	5504	224.878	48.0906	259.676	45.8584	254.839	45.9346	336.426	27.6541	65.5876	27.6711	68.4487	29.6694	92.3458
NODE_3030_length_5492_cov_24.7118_ID_24004514	6	5492	4.21827	1.08555	0.825304	0.940285	1.38099	1.27799	1.24663	0	0	0.423437	0.525734	0.491015	0.413977
NODE_303_length_26216_cov_32.7916_ID_23926094	3	26216	4.77964	0.0123533	0.0122011	0.0179161	0.0176099	0.0463055	0.044167	0.796056	0.886246	2.37535	2.59578	1.53165	1.48153
NODE_3046_length_5478_cov_291.982_ID_24006537	2	5478	198.066	42.5274	58.9395	40.5396	41.3897	41.8682	47.3588	22.1426	28.8616	26.2917	36.9404	24.6967	36.5113
NODE_3055_length_5465_cov_325.054_ID_24029214	2	5465	208.916	39.6687	74.2011	45.1116	120.516	44.7735	125.426	25.4561	26.608	26.4572	45.647	27.4489	64.6129
NODE_305_length_26202_cov_281.483_ID_32281278	2	26202	206.455	42.0795	69.3758	43.3644	59.3297	43.0496	62.2627	25.0833	27.7721	26.4803	27.4485	26.3983	32.742
NODE_3064_length_5461_cov_23.342_ID_24004583	3	5461	4.32084	0	0	0.170589	0.290666	0	0	1.06421	1.00655	1.9904	2.41512	1.09565	1.59836
NODE_3089_length_5444_cov_261.965_ID_24006455	2	5444	197.675	40.4722	72.9095	40.7699	91.3525	41.1811	80.1882	24.2376	53.1137	24.2841	45.2681	26.7299	38.3771
NODE_308_length_25820_cov_268.73_ID_23922743	2	25820	198.368	40.6112	43.5085	41.4617	45.3482	40.3912	46.2329	23.9153	26.7645	25.6369	27.7852	26.3519	28.6547
NODE_309_length_25749_cov_269.457_ID_23919769	2	25749	203.379	41.3648	78.2808	42.3089	66.3269	41.8198	57.4367	24.2617	30.5233	26.7169	36.5955	26.907	33.9644
NODE_30_length_177018_cov_22.7422_ID_31305240	1	177018	3.62888	0.643898	0.716742	0.513106	0.573395	0.315733	0.343123	0.664999	0.724559	1.41902	1.47747	0.0721272	0.08658
NODE_310_length_25699_cov_28.6145_ID_23927901	3	25699	4.50252	0.0228189	0.0333601	0	0	0	0	0.707816	0.827661	2.1894	2.36976	1.58249	1.82539
NODE_312_length_25606_cov_22.2527_ID_31399282	1	25606	3.48413	0.529345	0.56161	0.488647	0.462633	0.340195	0.387938	0.627357	0.675012	1.39177	1.44483	0.106812	0.114161
NODE_3135_length_5409_cov_274.295_ID_32037370	2	5409	201.396	41.0728	73.7017	41.3307	40.2089	39.5676	44.288	24.9418	24.3936	25.7311	27.778	28.7517	45.1053
NODE_3147_length_5402_cov_594.468_ID_24017416	2	5402	216.861	46.2629	330.626	43.3519	239.284	45.2369	206.854	25.2258	67.2441	27.5834	84.8721	29.1999	78.3506
NODE_3150_length_5400_cov_293.287_ID_24010943	2	5400	216.937	43.6425	62.545	44.0183	70.8649	44.7465	74.2617	26.5457	42.493	28.9554	45.2141	29.0284	55.28
NODE_3154_length_5398_cov_12.2349_ID_31697245	3	5398	9.87957	0.681212	2.37309	0.980945	5.80913	0.710938	2.35195	1.98476	17.1351	3.26048	24.6708	2.26124	21.4243
NODE_315_length_25394_cov_284.807_ID_23924634	2	25394	205.041	42.1227	65.1364	42.0307	63.7611	42.3323	68.7236	24.7178	32.2554	25.9975	30.5451	27.8402	36.7094
NODE_3161_length_5388_cov_33.7664_ID_24046568	3	5388	3.94807	0	0	0	0	0.114929	0.101738	0.713249	0.671257	2.07007	1.79405	1.04983	1.26215
NODE_3173_length_5380_cov_31.1433_ID_24116118	3	5380	4.62467	0	0	0.0646271	0.0941236	0.008413	0.00834416	0.559082	1.4334	2.5088	24.7314	1.48375	7.30098
NODE_317_length_24983_cov_296.001_ID_32217456	2	24983	201.567	42.1838	64.8392	41.5578	66.7685	41.2822	67.9558	24.49	34.7206	25.8058	34.9468	26.2476	37.1244
NODE_3183_length_5374_cov_25.9005_ID_24006129	3	5374	4.95004	0	0	0	0	0	0	0.888017	0.955291	2.35815	2.3184	1.70387	2.1327
NODE_318_length_24940_cov_27.926_ID_23970895	3	24940	4.47604	0.0242033	0.0287933	0.0243243	0.0237328	0.0604276	0.11891	0.569221	0.573977	2.281	2.357	1.51686	1.70831
NODE_319_length_24935_cov_27.695_ID_23946560	3	24935	4.68287	0	0	0.0606415	0.0885929	0	0	0.753036	0.722503	2.31523	2.67668	1.55396	1.48784
NODE_3202_length_5361_cov_29.8824_ID_23969763	3	5361	5.79294	0.00710036	0.0070513	0.00767607	0.0152966	0	0	0.481673	0.448172	2.86145	3.09516	2.43504	2.19791
NODE_320_length_24931_cov_27.7832_ID_32245878	3	24931	4.75748	0	0	0.048626	0.0649818	0	0	0.802631	0.835851	2.35515	3.20414	1.55107	1.38682
NODE_3211_length_5353_cov_26.3433_ID_24006757	3	5353	4.86047	0	0	0	0	0.057659	0.0543452	0.346146	0.400558	2.77436	3.72569	1.6823	2.28136
NODE_3218_length_5347_cov_32.2676_ID_24041927	3	5347	4.78237	0	0	0.0581104	0.0547528	0.0554166	0.0523662	0.829709	0.572457	2.57475	2.1262	1.26438	0.816901
NODE_321_length_24841_cov_278.696_ID_23917640	2	24841	197.84	41.6635	61.2185	41.5034	58.5579	41.2008	48.9555	23.8623	28.4323	24.2156	32.5261	25.3945	28.2759
NODE_3241_length_5328_cov_661.154_ID_32216682	2	5328	308.438	62.2883	1828.2	65.8826	1975.99	64.5701	1783.51	36.2939	664.573	38.6149	985.326	40.7885	750.654
NODE_3248_length_5321_cov_26.8581_ID_32083385	3	5321	4.80797	0.0584026	0.0550042	0	0	0.0582092	0.0548312	0.538	0.598343	2.13595	2.50156	2.0174	2.64655
NODE_3295_length_5289_cov_31.1435_ID_24016142	3	5289	5.49173	0.0585717	0.0551445	0	0	0	0	0.732244	0.5437	2.5505	4.27506	2.15042	2.29165
NODE_329_length_24404_cov_29.278_ID_23968991	3	24404	4.89037	0.0247794	0.0241644	0.0353756	0.0447699	0.0155851	0.0250747	0.719015	0.817041	2.398	2.96742	1.69762	1.76612
NODE_3316_length_5273_cov_328.798_ID_24011869	2	5273	218.044	43.3904	39.3562	45.806	36.7167	44.0267	40.7475	27.1173	26.7689	29.5421	26.8265	28.1616	28.4948
NODE_331_length_24351_cov_26.8436_ID_23945111	3	24351	4.71625	0.0124375	0.0122831	0.0638817	0.090707	0.0124375	0.0122822	0.807446	0.834084	2.22883	2.33765	1.59122	2.1869
NODE_332_length_24321_cov_266.435_ID_23918001	2	24321	199.943	40.7182	62.0592	42.984	57.9214	42.4646	49.6755	23.7791	29.1236	24.5835	33.4834	25.4136	35.2441
NODE_3361_length_5238_cov_28.8285_ID_24009027	3	5238	5.36203	0	0	0	0	0	0	0.899175	0.871543	2.43671	1.42004	2.02614	1.76201
